video_id,channel,title,view_count,published_at,fetched_at,thumbnail_url
OxzKj6MHLw8,2ch馴れ初めクエスト,【2ch馴れ初め】娘の誕生日を祝っているところを羨ましそうに見つめるボロボロ少女、一緒にパーティーをすることになった結果【ゆっくり動画】,26946,2024-09-07 08:00:12+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/OxzKj6MHLw8/mqdefault.jpg
GQ_3nlDt1ls,2ch馴れ初め日記帳,【2ch馴れ初め】取引先の社長息子に突然取引中止を告げられた俺→翌日の株主総会に大株主として出席した結果 …【ゆっくり】,26930,2025-04-13 09:00:18+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/GQ_3nlDt1ls/mqdefault.jpg
hisWXluY5ag,2ch馴れ初め日記帳,【2ch馴れ初め】下請けを見下しエリート気取りの現場監督→取引先である職人の俺がブチギレた結果…【ゆっくり】,26911,2025-03-01 09:00:49+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/hisWXluY5ag/mqdefault.jpg
ntObr2WWKPM,2chほっこり馴れ初め話,【2ch馴れ初め】かつて貧乏な俺に風呂を貸してくれた同級生母娘、15年後、社長の俺が訪ねると2人が消えていた結果…【ゆっくり】,26891,2026-01-22 07:00:40+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/ntObr2WWKPM/mqdefault.jpg
d-W3X7yogzs,2ch馴れ初め日記帳,【2ch馴れ初め】俺を嵌めた元職場の上司に突然殴られた俺→翌日、商談先で再会した結果…【ゆっくり】,26848,2025-04-25 09:00:59+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/d-W3X7yogzs/mqdefault.jpg
16fQ9-nrpu8,2ch馴れ初めクエスト,【2ch馴れ初め】近所の双子に宿題を教えた元塾講師の俺、その日以降毎日学校帰りの俺を待つようになった結果【ゆっくり動画】,26765,2024-11-04 08:00:01+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/16fQ9-nrpu8/mqdefault.jpg
MGj9w7Gd_Ao,2chほっこり馴れ初め話,【2ch馴れ初め】避難警報中、お年寄りの手を引き逃げ遅れた姉妹、制止を振り切り助けに向かった結果…【ゆっくり】,26757,2025-09-26 07:00:32+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/MGj9w7Gd_Ao/mqdefault.jpg
kpQxl1jEYNk,2chほっこり馴れ初め話,【2ch馴れ初め】踏切事故から娘を救った顔に傷跡のある少女、皮膚科の俺が恩返しを決意した結果…【ゆっくり】,26721,2025-07-31 07:00:44+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/kpQxl1jEYNk/mqdefault.jpg
CKcZoFuvOqk,2ch馴れ初めクエスト,【2ch馴れ初め】猛暑が続く中、会社が倒産し家がなくなった貧乏親子、母親の直感で住ませてあげることになった結果【ゆっくり動画】,26704,2024-06-19 08:00:07+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/CKcZoFuvOqk/mqdefault.jpg
n6MT8FcAc3U,2ch馴れ初め日記帳,【2ch馴れ初め】正体を隠し中途入社した俺が美人社長から呼び出し→俺の父の名前を告げた途端、皆驚愕。「やっぱり‥」思わぬ展開に…【ゆっくり】,26685,2025-12-22 09:01:29+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/n6MT8FcAc3U/mqdefault.jpg
X4NFsS8QyaE,2chほっこり馴れ初め話,【2ch馴れ初め】料理長が倒れ大ピンチの旅館の若女将、天才ちびっこシェフと俺が手を貸した結果…【ゆっくり】,26620,2026-01-07 07:00:35+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/X4NFsS8QyaE/mqdefault.jpg
s5fsWdeyHYI,2ch馴れ初めクエスト,【2ch馴れ初め】極寒の中、オンボロのリヤカーで焼き芋を売る貧乏親子、町工場社長の俺が買い占めた結果【ゆっくり動画】,26501,2024-05-22 08:00:33+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/s5fsWdeyHYI/mqdefault.jpg
gTLpZdIzdUU,2ch馴れ初め日記帳,【2ch馴れ初め】結婚式【ゆっくり】,26415,2024-11-28 09:00:44+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/gTLpZdIzdUU/mqdefault.jpg
nUvuWMo83Qs,2ch馴れ初め日記帳,【2ch馴れ初め】お見合い前日、院長に嫌われド田舎の病院に飛ばされた俺→ 事情を打ち明け断ろうとした結果…【ゆっくり】,26353,2025-09-05 09:01:31+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/nUvuWMo83Qs/mqdefault.jpg
f9quSK8uPNY,2ch馴れ初め日記帳,【2ch馴れ初め】廃業寸前の整備工場に現れたクビになり路頭に迷っているボロボロの男性→IQ200天才娘の直感で即採用した結果…【ゆっくり】,26346,2025-09-30 09:01:04+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/f9quSK8uPNY/mqdefault.jpg
0p2mr9qML9I,2chほっこり馴れ初め話,【2ch馴れ初め】蕁麻疹が頻発し親戚から見捨てられた赤ちゃん、アレルギー専門医の俺が引き取った結果…【ゆっくり】,26287,2025-06-07 07:00:00+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/0p2mr9qML9I/mqdefault.jpg
-0Q3EDvrW_U,2ch馴れ初めクエスト,【2ch馴れ初め】乗合船に初参加した釣りビギナーの俺、隣に3歳の天才釣り少女が乗っていた結果【ゆっくり動画】,26233,2025-10-03 08:00:01+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/-0Q3EDvrW_U/mqdefault.jpg
dtFKtrIUPBg,2ch馴れ初め日記帳,【2ch馴れ初め】自称ヤクザの当たり屋に激突され脅される俺→新人秘書が腹を抱えて笑い出した結果…【ゆっくり】,26204,2025-06-28 09:00:54+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/dtFKtrIUPBg/mqdefault.jpg
-OI4hprQ_0E,2ch馴れ初め日記帳,【2ch馴れ初め】高級寿司屋で貧乏人と俺を馬鹿にするDQN大将→実はビルオーナーである俺がブチギレた結果…【ゆっくり】,26196,2024-12-26 09:00:00+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/-OI4hprQ_0E/mqdefault.jpg
UH_8YvQPkds,2chほっこり馴れ初め話,【2ch馴れ初め】極寒の夜、落とした財布を届けてくれた貧乏少女、異変に気付いた医者の俺が診察した結果…【ゆっくり】,26161,2025-03-14 07:00:23+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/UH_8YvQPkds/mqdefault.jpg
d4exuksGrNM,2ch馴れ初めクエスト,【2ch馴れ初め】山の麓で終日ウロウロしている泥だらけの双子、心配になり声をかけてみた結果【ゆっくり動画】,26143,2024-07-19 08:00:22+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/d4exuksGrNM/mqdefault.jpg
9FBTus_3kZs,2ch馴れ初め日記帳,【2ch馴れ初め】娘が大学病院に緊急搬送され絶望する美人女医→誰もが諦めた時、清掃員の俺が白衣に袖を通した結果…【ゆっくり】,25920,2025-12-08 09:00:11+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/9FBTus_3kZs/mqdefault.jpg
nVkTPVFSb3s,2ch馴れ初めクエスト,【2ch馴れ初め】3歳の女の子からデタラメの注文を受けた俺、とりあえず高級寿司を届けた結果【ゆっくり動画】,25851,2025-08-10 08:01:02+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/nVkTPVFSb3s/mqdefault.jpg
TTNuKO5LNa8,2ch馴れ初めクエスト,【2ch馴れ初め】職場体験で来た生意気小学生少女、廃業寸前の蕎麦屋で1億売り上げた結果【ゆっくり動画】,25765,2025-11-16 08:00:25+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/TTNuKO5LNa8/mqdefault.jpg
nzkVni6hYg8,2ch馴れ初めクエスト,【2ch馴れ初め】取引先社長のワガママ双子姉妹を貧乏酪農家の俺が10日間預かった結果【ゆっくり動画】,25714,2025-02-10 08:00:47+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/nzkVni6hYg8/mqdefault.jpg
tRQM_wYh6bc,2chほっこり馴れ初め話,【2ch馴れ初め】深夜の無人駅で夜逃げ中のボロボロ姉妹に遭遇、自警団本部の実家へ連れて行った結果…【ゆっくり】,25665,2025-06-05 07:00:59+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/tRQM_wYh6bc/mqdefault.jpg
aO3iT5aCIds,2ch馴れ初めクエスト,【2ch馴れ初め】草むしりをいつも手伝ってくれる貧乏双子、誕生日にこっそりプレゼントを贈った結果【ゆっくり動画】,25648,2025-01-13 08:00:00+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/aO3iT5aCIds/mqdefault.jpg
2PyuRuPB9d8,2chほっこり馴れ初め話,【2ch馴れ初め】両親を亡くし言葉を失った隣人少女、米農家を営む俺が引き取った結果…【ゆっくり】,25570,2025-03-11 07:00:01+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/2PyuRuPB9d8/mqdefault.jpg
t6mU88e559w,2ch馴れ初め日記帳,【2ch馴れ初め】親戚に捨てられた双子を引き取った俺→俺が勤務している工場の皆で愛情を注いで育てた結果…【ゆっくり】,25514,2025-02-08 09:01:04+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/t6mU88e559w/mqdefault.jpg
TevLYk48yEk,2chほっこり馴れ初め話,【2ch馴れ初め】厄災の子と呼ばれ施設から追放された霊感少女、事故物件で2号店を出した俺達が引き取った結果…【ゆっくり】,25486,2025-03-20 07:00:31+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/TevLYk48yEk/mqdefault.jpg
6LuPhVytEao,2chほっこり馴れ初め話,【2ch馴れ初め】コンビニ前でチンピラに絡まれる貧乏三つ子、元第一空挺団の俺が本気出した結果…【ゆっくり】,25483,2025-05-27 07:00:10+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/6LuPhVytEao/mqdefault.jpg
0cd-KMqwwq0,2ch馴れ初め日記帳,【2ch馴れ初め】ヤクザと知らず事故に遭ったお爺さんを助け重大な会議に遅刻→後日、会社に組長と大量の黒服が現れた結果…【ゆっくり】,25399,2025-02-01 09:00:01+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/0cd-KMqwwq0/mqdefault.jpg
ObmtYKRZD7U,2chほっこり馴れ初め話,"【2ch馴れ初め】ご近所さんの草むしりを手伝った苦学生の俺、実はおばあちゃんが業界の""重鎮""だった結果…【ゆっくり】",25381,2026-01-15 07:00:32+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/ObmtYKRZD7U/mqdefault.jpg
_qUXdfSGeyI,2ch馴れ初め日記帳,【2ch馴れ初め】大学病院で俺を見下すエリート同級生と再会→美人ナースが駆け寄り俺の正体を明かした結果… 【ゆっくり】,25379,2025-06-25 09:00:53+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/_qUXdfSGeyI/mqdefault.jpg
enrKwYKBn6g,2ch馴れ初めクエスト,【2ch馴れ初め】受験に間に合わずホームで号泣する女子高生、鉄道オタクの4歳の娘が奇跡を起こした結果【ゆっくり動画】,25357,2026-01-23 08:00:54+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/enrKwYKBn6g/mqdefault.jpg
deG8tJz6VtI,2chほっこり馴れ初め話,【2ch馴れ初め】雪山で遭難し凍〇寸前の幼い三つ子、犬ぞり練習中の俺が発見した結果…【ゆっくり】,25343,2025-01-25 07:00:21+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/deG8tJz6VtI/mqdefault.jpg
E1hqVRKYTVI,2ch馴れ初め日記帳,【2ch馴れ初め】10年振りに本社に帰還した俺を見下し仕事を丸投げする年下部長 俺が一瞬で翻訳すると社員全員が顔面蒼白に… 【ゆっくり】,25285,2025-10-20 09:00:20+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/E1hqVRKYTVI/mqdefault.jpg
BdjYSLCzlTQ,2chほっこり馴れ初め話,【2ch馴れ初め】医師不足の田舎で診断が遅れた難病少女、上司に嫌われ左遷された俺が肺移植した結果…【ゆっくり】,25184,2025-10-16 07:00:13+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/BdjYSLCzlTQ/mqdefault.jpg
1XZengGqPdE,2chほっこり馴れ初め話,【2ch馴れ初め】10日間連絡が取れない生活保護の同級生、不審に思い祖父母の家に連れ帰った結果…【ゆっくり】,25018,2025-01-31 07:00:01+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/1XZengGqPdE/mqdefault.jpg
1NBWwp1ETS0,2ch馴れ初め日記帳,【2ch馴れ初め】上司に仕事を押し付けられ連日徹夜している美人社員→警備員で次期社長の俺がブチギレた結果…【ゆっくり】,24944,2025-02-07 09:00:02+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/1NBWwp1ETS0/mqdefault.jpg
S_y8lfUqQ50,2ch馴れ初め日記帳,【2ch馴れ初め】クタクタの作業着で娘の運動会に駆け付けた俺を見下すエリート同級生→来賓が俺の正体を明かすと学校騒然になった結果… 【ゆっくり】,24900,2025-06-06 09:00:43+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/S_y8lfUqQ50/mqdefault.jpg
ORh8nMsovlY,2ch馴れ初めクエスト,【2ch馴れ初め】馴染の定食屋に行くと看板娘の双子姉妹だけ、放っておけず元料理人の俺が手伝った結果【ゆっくり動画】,24892,2025-02-28 08:00:30+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/ORh8nMsovlY/mqdefault.jpg
bYaDEGy_UOI,2chほっこり馴れ初め話,【2ch馴れ初め】金髪の元ヤン上司と休日に遭遇した俺、目の見えない娘が突然抱きついた結果…【ゆっくり】,24776,2025-05-04 07:00:35+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/bYaDEGy_UOI/mqdefault.jpg
RW0pijD5NwA,2chほっこり馴れ初め話,【2ch馴れ初め】毎日公園で愛犬と遊んでくれるボロボロ姉妹、突然幼い妹が消えたので俺（警官）が家を訪ねた結果…【ゆっくり】,24750,2025-02-18 07:00:26+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/RW0pijD5NwA/mqdefault.jpg
8RK3tzsspeQ,2ch馴れ初め日記帳,【2ch馴れ初め】妹の結婚式当日に上司から出勤命令の鬼電→労基で働く新郎新婦に相談した結果…【ゆっくり】,24699,2025-07-10 09:00:19+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/8RK3tzsspeQ/mqdefault.jpg
0ENwllyPU38,2ch馴れ初め日記帳,【2ch馴れ初め】病気の母の治療費を稼ぐ為に一流企業の面接を受ける俺→倒れている老人を助け面接に遅刻した結果…【ゆっくり】,24657,2025-11-26 09:00:03+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/0ENwllyPU38/mqdefault.jpg
tq5lJKQ3g9s,2ch馴れ初めクエスト,【2ch馴れ初め】エアコンの取り付けを手伝ってくれた貧乏少女、その後、少女が毎日来るようになった結果【ゆっくり動画】,24626,2025-06-08 08:00:56+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/tq5lJKQ3g9s/mqdefault.jpg
GYvnX67Vn6s,2ch馴れ初めクエスト,【2ch馴れ初め】頑固親父の元に毎日遊びに来る孤独な少女、ホームパーティーを大人数でしたいというので開催した結果【ゆっくり動画】,24625,2024-05-26 08:00:07+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/GYvnX67Vn6s/mqdefault.jpg
t57rPY2WO8Y,2ch馴れ初め日記帳,【2ch馴れ初め】余命宣告を受けた幼馴染の見舞いに行くと容態が悪化→訳あって花屋で働く元天才外科医の俺が病院で執刀を名乗り出た結果…【ゆっくり】,24622,2025-11-27 09:01:25+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/t57rPY2WO8Y/mqdefault.jpg
LAPLKUqDEIM,2chほっこり馴れ初め話,【2ch馴れ初め】廃材置き場に捨てられた器用な天才少女、時計職人の俺が引き取り弟子にした結果…【ゆっくり】,24617,2025-06-03 07:00:19+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/LAPLKUqDEIM/mqdefault.jpg
UhOrRAc1UWM,2ch馴れ初めクエスト,【2ch馴れ初め】仕事終わりにコンビニで隣人双子に会った俺、お菓子を買ったら自宅まで付いてきた結果【ゆっくり動画】,24506,2025-07-13 08:00:28+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/UhOrRAc1UWM/mqdefault.jpg
h8m89MfaISg,2ch馴れ初めクエスト,【2ch馴れ初め】社員旅行の夜、一人部屋で寝ていた俺、女上司の双子娘が寝ぼけて入ってきた結果【ゆっくり動画】,24441,2025-02-24 08:00:38+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/h8m89MfaISg/mqdefault.jpg
l0wuMzdIh3Y,2chほっこり馴れ初め話,【2ch馴れ初め】授業参観で夏休みの絵日記を発表する娘、実は血の繋がらない親だと知っていた結果…【ゆっくり】,24369,2025-04-25 07:00:46+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/l0wuMzdIh3Y/mqdefault.jpg
7ePcLNKJX54,2ch馴れ初め日記帳,【2ch馴れ初め】親がヤクザ組長なのに嘘だと馬鹿にされ通知表オール1にされた陰キャのフリした俺→ブチギレた俺が父親（組長）を呼び出し、30分後、校庭に大量の黒塗りの車が乗りこんできた結果…【ゆっくり】,24369,2025-08-13 09:00:09+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/7ePcLNKJX54/mqdefault.jpg
yAwEENRZiLU,2chほっこり馴れ初め話,【2ch馴れ初め】町内新年会の夜、訪ねて来た物乞い双子、商工会全員で愛を注いで育てた結果…【ゆっくり】,24359,2025-01-23 07:00:38+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/yAwEENRZiLU/mqdefault.jpg
w_5peYWHvUE,2ch馴れ初め日記帳,【2ch馴れ初め】下請と勘違いし大口取引先エリート部長にグーパンされた俺→望み通り即契約終了した結果…【ゆっくり】,24262,2025-10-07 09:01:20+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/w_5peYWHvUE/mqdefault.jpg
uRSvVREww5w,2ch馴れ初め日記帳,【2ch馴れ初め】両親を亡くし親戚に保険金を奪われ捨てられた5人兄弟→キモオタで実は資産家の俺が引き取った結果…【ゆっくり】,24253,2025-08-21 09:01:15+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/uRSvVREww5w/mqdefault.jpg
qEy3XNn3RVY,2chほっこり馴れ初め話,【2ch馴れ初め】繁忙期に俺の民宿に来た6人姉弟の末っ子、いつの間にか看板娘になっていた結果…【ゆっくり】,24186,2024-11-28 07:00:24+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/qEy3XNn3RVY/mqdefault.jpg
5ruAZfPxQ9o,2ch馴れ初め日記帳,【2ch馴れ初め】両親から継いだ旅館の予約をドタキャンする元社長→お望み通り全室キャンセルとした結果…【ゆっくり】,24116,2025-07-03 09:00:08+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/5ruAZfPxQ9o/mqdefault.jpg
DkI3IClmhbU,2ch馴れ初めクエスト,【2ch馴れ初め】台風の中、鍵を無くし閉め出された隣の小1双子、鍵穴を針金でこじ開けようしていた結果【ゆっくり動画】,24104,2025-01-29 08:00:10+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/DkI3IClmhbU/mqdefault.jpg
mX2_igYWc5I,2ch馴れ初め日記帳,【2ch馴れ初め】毎朝立ち寄るカフェの美人店員の様子に異変を感じた俺→手書きのSOS文字に気づいた結果…【ゆっくり】,24037,2024-12-23 09:00:49+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/mX2_igYWc5I/mqdefault.jpg
lfkaqJh8cqY,2ch馴れ初め日記帳,【2ch馴れ初め】AI導入で特許技術を持つ俺が突然のクビ宣告→職人全員で一斉退職した結果…【ゆっくり】,24034,2025-10-12 09:01:06+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/lfkaqJh8cqY/mqdefault.jpg
6DN4G-b3Prw,2ch馴れ初めクエスト,【2ch馴れ初め】作りすぎたカレーライスを近所の双子少女にご馳走、その日以降休日になると俺の家に来るようになった結果【ゆっくり動画】,23962,2024-11-16 08:00:06+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/6DN4G-b3Prw/mqdefault.jpg
3HWpMgLE4Hk,2ch馴れ初めクエスト,【2ch馴れ初め】俺の母に懐いて毎日遊びに来る隣人の少女、俺の帰りをお茶を淹れて待つようになった結果【ゆっくり動画】,23932,2024-09-28 08:00:01+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/3HWpMgLE4Hk/mqdefault.jpg
c4KNeEMOAv0,2ch馴れ初めクエスト,【2ch馴れ初め】俺の実家に侵入し縁側でお昼寝していた近所の少女、母と仲良くなり毎日訪問しに来るようになった結果【ゆっくり動画】,23903,2024-08-16 08:00:24+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/c4KNeEMOAv0/mqdefault.jpg
FmYT61tNl1w,2chほっこり馴れ初め話,【2ch馴れ初め】突然クビになった底辺中卒作業員の俺とパート女性、彼女を誘って味噌ラーメン屋台を始めた結果…【ゆっくり】,23883,2025-12-05 07:00:24+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/FmYT61tNl1w/mqdefault.jpg
bD4NQVND900,2ch馴れ初め日記帳,【2ch馴れ初め】8年振りに本社へ帰還すると俺を左遷した元上司と再会し飛び蹴りされた俺→ 『飛ばされるのは貴方だ』と伝えた結果…【ゆっくり】,23695,2025-10-16 09:01:03+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/bD4NQVND900/mqdefault.jpg
ze9b3WxsMFc,2ch馴れ初め日記帳,【2ch馴れ初め】堤防で海釣り中、暴走族族時代の宿敵と再会し飛び蹴りされた俺→若頭の俺と息子がブチギレた結果… 【ゆっくり】,23618,2025-06-05 09:01:24+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/ze9b3WxsMFc/mqdefault.jpg
EyGWXKmU0nM,2chほっこり馴れ初め話,【2ch馴れ初め】社長からワガママ放題の双子を、料理好きの俺が3日間預かった結果…【ゆっくり】,23558,2024-11-01 07:00:09+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/EyGWXKmU0nM/mqdefault.jpg
5YLPYIJZ8UY,2ch馴れ初めクエスト,【2ch馴れ初め】コンテストに応募させてもらえない天才少女、海外赴任から帰った創立者の俺がキレた結果【ゆっくり動画】,23486,2024-09-09 08:00:08+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/5YLPYIJZ8UY/mqdefault.jpg
aaTp3KsPqz0,2ch馴れ初めクエスト,【2ch馴れ初め】俺が育てることになった亡き姉の娘、犬が大好きと言うので幼馴染に頼った結果【ゆっくり動画】,23466,2024-08-13 08:00:00+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/aaTp3KsPqz0/mqdefault.jpg
ElrVmr4x8tI,2ch馴れ初めクエスト,【2ch馴れ初め】怪我をしている野良犬になけなしのお小遣いをあげようとする貧乏双子、元獣医、現在無職の俺が声を掛けた結果【ゆっくり動画】,23461,2024-06-14 08:00:08+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/ElrVmr4x8tI/mqdefault.jpg
f3wZQt7a4zQ,2ch馴れ初め日記帳,【2ch馴れ初め】借金の取り立てに行くと青アザだらけの少女→天涯孤独のヤクザの俺が保護した結果…【ゆっくり】,23396,2025-02-10 09:00:46+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/f3wZQt7a4zQ/mqdefault.jpg
j0ng79MehtU,2chほっこり馴れ初め話,【2ch馴れ初め】泥付き服の俺を診察拒否する横暴医師、俺の正体を知ると顔面蒼白になった結果…【ゆっくり】,23394,2025-05-06 07:00:44+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/j0ng79MehtU/mqdefault.jpg
zAt8zjjd2Io,2chほっこり馴れ初め話,【2ch馴れ初め】亡き祖母の墓を掃除しに来た俺、見知らぬ双子が花まで飾っていた結果…【ゆっくり】,23304,2025-08-23 07:00:55+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/zAt8zjjd2Io/mqdefault.jpg
fOlBJ_PVGcw,2chほっこり馴れ初め話,【2ch馴れ初め】酷暑日のベランダに放置された幼い姉妹、妻子を事故で亡くした俺が引き取った結果…【ゆっくり】,23298,2025-07-08 07:00:39+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/fOlBJ_PVGcw/mqdefault.jpg
zxcA6daCswY,2ch馴れ初め日記帳,【2ch馴れ初め】俺にしか出来ないVIP患者の手術を横取りするエリート医師→手術当日、高難易度手術と知った医師は顔面蒼白に‥【ゆっくり】,23227,2025-11-12 09:01:38+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/zxcA6daCswY/mqdefault.jpg
LASYrbuakTo,2ch馴れ初め日記帳,【2ch馴れ初め】高級寿司屋でDQN客に貧乏人と見下される俺→後日、取引先で再会した結果…【ゆっくり】,23188,2024-11-26 09:00:16+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/LASYrbuakTo/mqdefault.jpg
qk_svrihdT0,2ch馴れ初めクエスト,【2ch馴れ初め】テレビが壊れて地元の電気屋に電話した俺、3歳の女の子が出て神対応された結果【ゆっくり動画】,23174,2025-07-12 08:00:57+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/qk_svrihdT0/mqdefault.jpg
6gVI-Hta_5k,2ch馴れ初め日記帳,【2ch馴れ初め】高級フレンチでシェフが急病で倒れ涙目女性→バイトの俺が本気を出すと店内がパニックに…【ゆっくり】,23151,2025-03-06 09:00:14+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/6gVI-Hta_5k/mqdefault.jpg
Z8_O_NZ1ilQ,2chなれそめストーリー2.0,【2ch馴れ初め】毎朝一緒の電車なる隣人女子大生が嫌がらせされたたので、助けた結果【ゆっくり解説】,23110,2025-06-29T12:01:03Z,2026-07-17 03:20:16,https://i.ytimg.com/vi/Z8_O_NZ1ilQ/maxresdefault.jpg
-LOQcoq0JdI,2ch馴れ初めクエスト,【2ch馴れ初め】インフルになった隣の美人シングルマザーから、0歳児と柴犬を1週間預かった結果【ゆっくり動画】,23045,2025-01-19 08:00:00+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/-LOQcoq0JdI/mqdefault.jpg
4yQLqfjvJ6I,2chほっこり馴れ初め話,【2ch馴れ初め】華金の夜、晩酌中に現れた裸足のボロボロ少女、別れた婚約者に渡した指輪を持っていた結果…【ゆっくり】,23015,2025-08-15 07:00:08+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/4yQLqfjvJ6I/mqdefault.jpg
lIUqRg4L5WY,2ch馴れ初めクエスト,【2ch馴れ初め】田舎の畑付き古民家を購入した俺、なぜか双子姉妹まで付いてきた結果【ゆっくり動画】,22951,2025-03-15 08:00:39+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/lIUqRg4L5WY/mqdefault.jpg
F8oDHI4-w3s,2chほっこり馴れ初め話,【2ch馴れ初め】寒空の下、ラーメン屋台を隠れて見つめる貧乏少女、亡くなった娘を重ねて声を掛けた結果…【ゆっくり】,22894,2025-11-02 07:00:12+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/F8oDHI4-w3s/mqdefault.jpg
_3KTE59CDtY,2ch馴れ初めクエスト,【2ch馴れ初め】休日に公園で愛犬の散歩中、愛犬を呼ぶと勘違いした双子が突進してきた結果【ゆっくり動画】,22875,2025-02-12 08:00:35+00:00,2026-04-07 16:53:52,https://i.ytimg.com/vi/_3KTE59CDtY/mqdefault.jpg
