video_id,channel,title,view_count,published_at,asset_count,best_type,best_local_path,best_bytes,local_csv_asset
Mjw-z8PZfhM,2ch馴れ初めで愛を語る,【2ch馴れ初め】親戚に奴隷扱いされていた姪を引き取った俺 → 妹を亡くした幼馴染が母親のように接してくれた結果,1408831,2024-04-20T03:00:22Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-04-20_Mjw-z8PZfhM.ja-orig.vtt,286967,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\Mjw-z8PZfhM.csv
nFJ2u3v3nW4,2ch馴れ初め感動シネマ,【2ch馴れ初め】ヤクザ事務所に間違い電話する青あざ少女→若頭の俺が大量の部下をお届けした結果...,1377895,2025-04-26T09:01:06Z,7,srt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\yakuza_script_archive_20260606\UCaltBBIFhAqt8_ECttdKgsw\probe\2025-04-26_nFJ2u3v3nW4_【2ch馴れ初め】ヤクザ事務所に間違い電話する青あざ少女.ja-orig.srt,95827,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\nFJ2u3v3nW4.csv
SSyV5hhV-tw,2ch馴れ初めキューピッド,【2ch馴れ初め】前世の記憶を持つ私が前の旦那に会いに行った結果…【ゆっくり】,1260821,2023-10-05T10:00:23Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCf-5TwO_qhozUjT_t7wFo7g\subtitles\SSyV5hhV-tw.ja-orig.vtt,179706,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\SSyV5hhV-tw.csv
53iJaK_6_RQ,2ch馴れ初めで愛を語る,【2ch馴れ初め】数合わせで連れてこられた合コンで引き立て役の俺を見下してくるヤンキー女 → 昔命がけで助けた初恋の少女だった結果…,1096294,2024-07-27T05:58:31Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-07-27_53iJaK_6_RQ.ja-orig.vtt,254736,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\53iJaK_6_RQ.csv
LQ5cujQcYqE,2ch馴れ初めで愛を語る,【2ch馴れ初め】陰キャの俺が借り物競争でヤンキー美女を担いでゴールしたらなぜかヤンキー美女に惚れられた結果…,951405,2024-01-10T09:00:20Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-01-10_LQ5cujQcYqE.ja-orig.vtt,242321,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\LQ5cujQcYqE.csv
C3ssR9Bneys,2ch馴れ初めで愛を語る,【2ch馴れ初め】汚いお爺さんに金を貸したら実はヤクザ組長 → 数日後、大量の黒服と極道の美女がやって来た結果,942264,2024-04-15T09:00:11Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-04-15_C3ssR9Bneys.ja-orig.vtt,270868,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\C3ssR9Bneys.csv
2uk8znSmTiE,2ch馴れ初めで愛を語る,【2ch馴れ初め】閉店間際のラーメン屋でタダ券で頼んだミニ炒飯を2人で分け合う親子に俺が大盛りのラーメンをご馳走した結果…,896808,2023-10-01T09:00:05Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2023-10-01_2uk8znSmTiE.ja-orig.vtt,247900,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\2uk8znSmTiE.csv
YNSxozjvyn0,2ch馴れ初めで愛を語る,【2ch馴れ初め】川遊びで溺れた少女を助けて右目を失った眼帯の俺 → 15年後、美人婦警に職質された結果,877674,2025-06-03T09:00:54Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2025-06-03_YNSxozjvyn0.ja-orig.vtt,156447,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\YNSxozjvyn0.csv
4n4gN4xnWmo,2ch馴れ初めヒストリー,【2ch馴れ初め】弟を塾に行かせる為に昼食を我慢する学校一の貧乏不良同級生→料理上手な俺が毎日山盛り弁当を作った結果...【ゆっくり】,872940,2023-12-08T08:00:05Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UC2QbHksaudhIBmJfbFJHeVQ\subtitles\4n4gN4xnWmo.ja-orig.vtt,241072,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\4n4gN4xnWmo.csv
pnaQvMMZ6aw,2ch馴れ初めで愛を語る,【2ch馴れ初め】大人が使うアレが抜けないと泣いて電話してきた幼馴染　俺が引っ張って助けた結果,842861,2023-08-28T09:21:57Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2023-08-28_pnaQvMMZ6aw.ja-orig.vtt,222889,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\pnaQvMMZ6aw.csv
xrhCPZgSq44,2ch馴れ初めで愛を語る,【2ch馴れ初め】高１の時、轢かれそうな少女を助け車椅子になった俺 →15年後、親友の結婚式で再会した結果,828935,2025-01-17T09:36:56Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2025-01-17_xrhCPZgSq44.ja-orig.vtt,251037,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\xrhCPZgSq44.csv
yZgu3YAjUhE,2ch馴れ初めで愛を語る,【2ch馴れ初め】お腹を空かせた兄弟のためにバイトを沢山掛け持ちして倒れる同級生→大盛まかない付きのうちの中華料理屋で働かないかと誘った結果,812585,2024-01-23T09:00:50Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-01-23_yZgu3YAjUhE.ja-orig.vtt,279994,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\yZgu3YAjUhE.csv
E6eszIXfLUw,2ch馴れ初め感動シネマ,【2ch馴れ初め】ヤクザ事務所に飛び込んできた青あざだらけの双子姉妹→若頭の俺が大量の部下を引き連れて助けた結果,812229,2025-03-12T09:02:09Z,5,srt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\yakuza_script_archive_20260606\UCaltBBIFhAqt8_ECttdKgsw\raw\2025-03-12_E6eszIXfLUw_【2ch馴れ初め】ヤクザ事務所に飛び込んできた青あざだらけの双子.ja-orig.srt,177795,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\E6eszIXfLUw.csv
c9Ej2IOWKbI,2ch馴れ初め感動シネマ,【2ch馴れ初め】保育園の休園で3歳の妹を連れて登校した陰キャの俺→妹が学校一のスケバンを「ママ」と呼び膝の上にダイブした結果,807353,2025-04-15T10:17:57Z,0,,,0,
_6rDD8BgW90,2ch馴れ初めで愛を語る,【2ch馴れ初め】授業参観で「私のお父さん」を読む小３の娘 → いつも怖い先生がおかしくなった結果,780932,2025-02-02T08:50:04Z,0,,,0,
eJen-8-60Cg,2ch馴れ初めパレード,【2ch馴れ初め】数合わせで海に来た俺を見下すヤンキーの同級生→背中の傷を見られ、昔命がけで助けた少年だとバレた結果,758296,2024-11-05T11:15:09Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCuF5eOKpyxiZb_-grU2BWuA\subtitles\eJen-8-60Cg.ja-orig.vtt,355729,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\eJen-8-60Cg.csv
KsNJwr1O02c,2ch馴れ初めで愛を語る,【2ch馴れ初め】不倫して出て行った元嫁の代償として　 元嫁の姉が自宅に押しかけて来て毎日お世話してくれた結果,755830,2023-09-28T09:00:11Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2023-09-28_KsNJwr1O02c.ja-orig.vtt,208554,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\KsNJwr1O02c.csv
9CLAf6s36tI,2ch馴れ初めで愛を語る,【2ch馴れ初め】デカメロン丸出しの幼馴染に誘惑されて10年ぶりに一緒にお風呂に入った結果,752171,2023-09-26T09:00:08Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2023-09-26_9CLAf6s36tI.ja-orig.vtt,215448,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\9CLAf6s36tI.csv
0MVHyRcE5K4,2ch馴れ初めパレード,同窓会で300人の前で見下される俺→娘が「パパも自衛隊（第一空挺団）！」だと答えた結果【2ch馴れ初め】,717033,2024-12-07T01:40:34Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCuF5eOKpyxiZb_-grU2BWuA\subtitles\0MVHyRcE5K4.ja-orig.vtt,360015,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\0MVHyRcE5K4.csv
v3mn15AT2uo,2ch馴れ初め感動シネマ,【2ch馴れ初め】修学旅行当日に置いてかれた貧乏ヤンキー娘→宿泊先ホテルのオーナー息子の俺がブチギレた結果,667103,2024-10-06T08:30:27Z,0,,,0,
b0gCa6GNji4,2ch馴れ初め感動シネマ,【2ch馴れ初め】叔父にお見合いを押し付けられた俺→貧乏人のフリしたら想定外の結果に…,654068,2025-12-15T09:30:00Z,0,,,0,
xMC_c6CZilg,2ch馴れ初めで愛を語る,【2ch馴れ初め】3歳の少女を助け社長面接に遅刻した俺 → 面接中、助けた少女が膝の上にダイブしてきた結果,648718,2025-02-23T12:29:10Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2025-02-23_xMC_c6CZilg.ja-orig.vtt,361768,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\xMC_c6CZilg.csv
L8gWq7CSkSw,2ch馴れ初め感動シネマ,【2ch馴れ初め】前世の記憶を持つ3歳の双子の娘が住所を話すので、連れて行ったらヤクザ事務所だった結果…,640433,2025-08-27T09:00:35Z,5,srt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\yakuza_script_archive_20260606\UCaltBBIFhAqt8_ECttdKgsw\raw\2025-08-27_L8gWq7CSkSw_【2ch馴れ初め】前世の記憶を持つ3歳の双子の娘が住所を話すので.ja-orig.srt,99664,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\L8gWq7CSkSw.csv
KDbhi30uOjQ,2ch馴れ初めで愛を語る,【2ch馴れ初め】ヤクザと知らずにエンストした車助けたら → 車の中から極道の美女が現れた結果,631678,2024-11-28T10:21:09Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-11-28_KDbhi30uOjQ.ja-orig.vtt,326854,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\KDbhi30uOjQ.csv
EAdeAjprPYs,2ch馴れ初めで愛を語る,【2ch馴れ初め】「低学歴は地味ブスの相手頼むわ」 合コンで地味な女性の相手を押し付けられた俺 → 後日、彼女の驚きの正体が・・・,584724,2024-06-15T03:00:10Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-06-15_EAdeAjprPYs.ja-orig.vtt,262780,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\EAdeAjprPYs.csv
K6mLB-nvm8s,2ch馴れ初めで愛を語る,【2ch馴れ初め】迷子の双子を助けて送り届けたらヤクザ事務所 → 大量の黒服と片思いしてるクラスの清楚系美女が待ち受けてた結果,560448,2024-03-26T09:00:14Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-03-26_K6mLB-nvm8s.ja-orig.vtt,274949,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\K6mLB-nvm8s.csv
o52Q-oDR3pM,2ch馴れ初めで愛を語る,【2ch馴れ初め】取引先の元ヤン女社長に頼まれお見合いに行ったら　まさかの本人が登場した結果,559292,2024-04-21T04:05:03Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-04-21_o52Q-oDR3pM.ja-orig.vtt,220901,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\o52Q-oDR3pM.csv
Wj--PkWS88E,2ch馴れ初めツインズ,【2ch馴れ初め】旅行中に一人だけカップ麺を出される女性→気が付いた俺が社長を呼び出した結果…【ゆっくり】,534229,2024-10-12T10:00:36Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCABdQbaMVtprZJa8oqlZIQQ\subtitles\Wj--PkWS88E.ja-orig.vtt,290250,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\Wj--PkWS88E.csv
5ZszHr_U17A,2ch馴れ初めで愛を語る,【2ch馴れ初め】霊感が強く不気味がられ捨てられた双子姉妹 → 事故物件で寿司屋を開業した俺が引き取った結果,529870,2024-07-17T09:00:06Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-07-17_5ZszHr_U17A.ja-orig.vtt,333744,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\5ZszHr_U17A.csv
DY8MbxR4yZk,2ch馴れ初めで愛を語る,【2ch馴れ初め】帰りの遅いヤンキー妹を迎えにレディースの集会場に行った陰キャの俺 → 最恐レディース総長が慌て出した結果,522886,2024-07-09T10:43:47Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-07-09_DY8MbxR4yZk.ja-orig.vtt,263803,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\DY8MbxR4yZk.csv
ko38MCc1BjA,2ch馴れ初め感動シネマ,【2ch馴れ初め】少女を助け上級生のヤクザ息子にボコられた小1の息子→元第一空挺団の俺が本気を出した結果,520172,2025-05-13T10:01:18Z,5,srt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\yakuza_script_archive_20260606\UCaltBBIFhAqt8_ECttdKgsw\raw\2025-05-13_ko38MCc1BjA_【2ch馴れ初め】少女を助け上級生のヤクザ息子にボコられた小1の.ja-orig.srt,122094,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\ko38MCc1BjA.csv
gkN6BL3CrwE,2ch馴れ初めで愛を語る,【2ch馴れ初め】余命半年で入院する天涯孤独の俺に　看護師の幼馴染が毎晩お世話してくれた結果,506725,2023-09-16T09:00:35Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2023-09-16_gkN6BL3CrwE.ja-orig.vtt,205234,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\gkN6BL3CrwE.csv
-6eAzUft8kc,2ch馴れ初めパレード,「アレルギーは甘え！残すな！」という教師から逃げてきた娘→若頭の俺が組全員を連れて学校に乗り込んだ結果【2ch馴れ初め】,504557,2025-03-11T09:15:31Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCuF5eOKpyxiZb_-grU2BWuA\subtitles\-6eAzUft8kc.ja-orig.vtt,355545,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\-6eAzUft8kc.csv
uIQL4iNtkmg,2ch馴れ初めで愛を語る,【2ch馴れ初め】発育がいいのにブラをつけてない同じクラスの貧乏女子　姉のブ〇ジャーをプレゼントした結果,503250,2023-10-03T09:00:39Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2023-10-03_uIQL4iNtkmg.ja-orig.vtt,225198,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\uIQL4iNtkmg.csv
1e6JrbaUFCE,2ch馴れ初めで愛を語る,【2ch馴れ初め】共同経営していた親友に裏切られ、廃業寸前の旅館 → ヤケになってボロボロの婆さんに手伝ってもらった結果,502008,2024-11-10T11:18:16Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-11-10_1e6JrbaUFCE.ja-orig.vtt,412913,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\1e6JrbaUFCE.csv
NFNdX55aWQQ,2ch馴れ初め感動シネマ,【2ch馴れ初め】同窓会でヤクザとイキがる同級生に見下される俺→一人娘が「パパもヤクザ！」と答えた結果,491161,2024-10-29T10:00:20Z,5,srt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\yakuza_script_archive_20260606\UCaltBBIFhAqt8_ECttdKgsw\raw\2024-10-29_NFNdX55aWQQ_【2ch馴れ初め】同窓会でヤクザとイキがる同級生に見下される俺→.ja-orig.srt,183974,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\NFNdX55aWQQ.csv
aIxL3N9jveQ,俺たちの馴れ初め,【2ch馴れ初め】両親が他界し天涯孤独になった私→ オタクの叔父に引き取られた結果...【ゆっくり】,487757,2024-07-20T14:00:01Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCqQz6LVzjVFhwuptIARMOEw\subtitles\aIxL3N9jveQ.ja-orig.vtt,297841,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\aIxL3N9jveQ.csv
tFQWiZU8trE,2ch馴れ初めで愛を語る,【2ch馴れ初め】「パパのおやすみかえしてくだしゃい！もう、アタシはプンプンでしゅ！」休日出勤を命じる鬼上司に 3歳の娘がクレームの電話をかけた結果,486487,2024-11-22T09:01:01Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-11-22_tFQWiZU8trE.ja-orig.vtt,296471,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\tFQWiZU8trE.csv
7EeGoihjcMQ,2ch馴れ初めで愛を語る,【2ch馴れ初め】毎日しつこく魚を売りに来る元ヤン女漁師 → 熱意に負けて俺の寿司屋で試しに仕入れた結果,476149,2024-07-24T09:05:02Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2024-07-24_7EeGoihjcMQ.ja-orig.vtt,293818,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\7EeGoihjcMQ.csv
MAwEBWPEMoc,2ch馴れ初めで愛を語る,【2ch馴れ初め】深夜のコンビニで泥酔したキャバ嬢に絡まれ  そのまま同棲することになった結果,465299,2023-11-05T05:30:06Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2023-11-05_MAwEBWPEMoc.ja-orig.vtt,202160,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\MAwEBWPEMoc.csv
IoPopVjcu_k,2ch馴れ初めで愛を語る,【2ch馴れ初め】妻子を失い地獄の日々を送る俺　公園で独り晩酌中現れたボロボロ少女につまみのたこ焼きを振舞った結果,462459,2023-10-15T08:00:14Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2023-10-15_IoPopVjcu_k.ja-orig.vtt,228698,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\IoPopVjcu_k.csv
iEJR0sTVfoo,2ch馴れ初めで愛を語る,【2ch馴れ初め】大混雑の夏祭りで俺の焼きそば屋台を訪ねて来た貧乏姉妹 →1人じゃ回らないので手伝ってもらった結果,454672,2025-08-06T08:00:56Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2025-08-06_iEJR0sTVfoo.ja-orig.vtt,173685,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\iEJR0sTVfoo.csv
dhttbbQBWjw,2ch馴れ初めキューピッド,【2ch馴れ初め】結婚する彼氏の両親に初めて挨拶しに行った私→衝撃の事実が…【ゆっくり】,450077,2026-01-23T09:00:57Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCf-5TwO_qhozUjT_t7wFo7g\subtitles\dhttbbQBWjw.ja-orig.vtt,179795,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\dhttbbQBWjw.csv
0UeSt_WXb-I,2ch馴れ初め感動シネマ,【2ch馴れ初め】いつも俺を見下す金髪の元ヤン保育士→娘は他界した姉の子で俺は独身だとバレた結果,437523,2024-10-15T09:00:01Z,0,,,0,
5AVg-VQ4pgk,2ch馴れ初めキューピッド,【2ch馴れ初め】1人ですき焼きを食べていたら突然、女性警官が突入してきた結果…【ゆっくり】,435091,2024-08-09T12:00:10Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCf-5TwO_qhozUjT_t7wFo7g\subtitles\5AVg-VQ4pgk.ja-orig.vtt,323400,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\5AVg-VQ4pgk.csv
23FussXhqUM,2ch馴れ初めで愛を語る,【2ch馴れ初め】勧誘がしつこい生保レディに　パン〇をくれたら契約すると追い払った結果・・・,431494,2023-09-04T09:54:03Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2023-09-04_23FussXhqUM.ja-orig.vtt,255311,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\23FussXhqUM.csv
3ddfTU5Y9sQ,2ch馴れ初めキューピッド,【2ch馴れ初め】48歳の俺にだけなぜかタメ口の女性→勇気を出して理由を聞いてみた結果…【ゆっくり】,420007,2025-08-11T10:00:07Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCf-5TwO_qhozUjT_t7wFo7g\subtitles\3ddfTU5Y9sQ.ja-orig.vtt,217940,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\3ddfTU5Y9sQ.csv
YFPECvPL4rM,2ch馴れ初め奇跡の出会い,【2ch馴れ初め】赤字続きの俺の営む旅館に面接に来たホームレス母娘 →超有能だったので住み込みで即採用した結果...【ゆっくり】,419224,2024-04-19T10:00:35Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCIJONPMEYWDjyz07oNx55Pw\subtitles\YFPECvPL4rM.ja-orig.vtt,254998,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\YFPECvPL4rM.csv
H_FMvUIzf0U,2ch馴れ初めで愛を語る,【2ch馴れ初め】合コンで50代のおばさんを押し付けられた俺 → 後日、おばさんの衝撃の正体が・・,406531,2025-07-24T11:59:13Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2025-07-24_H_FMvUIzf0U.ja-orig.vtt,207227,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\H_FMvUIzf0U.csv
ZQftYwRyu_k,2ch馴れ初めで愛を語る,【2ch馴れ初め】掃除代行サービス頼んだら幼馴染が担当に 下の処理もお願いしてみた結果,396431,2023-08-25T10:23:07Z,3,vtt,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\保全\competitor_backup\UCGAn8ks-dTNfJK7i9LgSBvQ\subtitles\2023-08-25_ZQftYwRyu_k.ja-orig.vtt,203967,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\script_csv_assets\ZQftYwRyu_k.csv
